x25519,mlkem512,hqc128
0.99,1.28,7.43
1.26,1.0,7.48
1.21,0.91,7.35
1.26,1.68,7.3
1.81,1.28,7.35
1.29,1.11,7.47
1.07,1.03,7.19
1.2,1.25,7.4
1.18,1.04,7.18
0.91,1.19,7.75
0.88,1.03,7.19
0.99,0.98,7.55
1.33,0.92,7.27
0.96,0.98,7.32
1.79,1.2,7.34
1.18,0.98,7.51
1.79,1.23,7.3
0.91,1.07,7.32
1.01,1.39,7.31
1.07,1.28,7.34
1.04,1.29,7.74
1.46,1.13,7.24
1.37,1.1,7.4
0.94,1.51,7.42
1.01,0.98,7.63
1.23,1.13,7.5
1.24,1.01,7.39
1.12,1.1,7.45
1.08,0.9,7.46
0.91,1.48,7.42
1.18,0.96,7.74
1.15,1.22,7.29
0.9,1.02,7.54
0.87,1.19,7.3
1.51,1.02,7.31
1.06,1.1,7.37
1.07,0.94,7.27
0.91,1.16,7.36
1.47,1.23,7.33
1.25,1.12,7.26
0.96,1.0,7.67
0.93,0.95,7.35
1.24,1.22,7.18
1.09,1.8,7.17
1.02,1.12,7.3
1.15,1.02,7.36
0.92,1.22,7.38
1.21,1.72,7.41
1.08,1.08,7.37
1.25,0.95,7.79
1.31,1.13,7.47
1.36,0.95,7.34
0.92,1.13,7.17
1.71,1.12,7.42
1.23,1.15,7.26
1.15,1.18,7.59
1.11,1.16,7.2
1.31,1.22,7.3
1.02,1.25,7.23
1.11,1.05,7.2
0.89,0.9,7.35
0.93,0.91,7.36
1.78,0.95,7.39
0.94,1.12,7.29
1.08,1.14,7.27
1.31,1.01,7.49
1.49,1.26,7.25
1.13,0.94,7.34
1.06,1.05,7.92
0.84,1.09,7.41
0.89,1.03,7.29
1.86,1.57,7.37
1.02,1.08,7.49
0.93,1.34,7.23
1.26,1.39,7.45
0.84,0.93,7.2
1.67,0.98,7.3
1.59,1.33,7.29
0.88,0.93,7.77
2.33,1.29,7.47
1.1,0.9,7.3
1.07,1.64,7.66
0.94,0.98,7.4
0.99,0.91,7.43
1.1,0.9,7.5
1.61,0.98,7.39
1.35,0.95,7.33
0.96,1.43,7.16
0.99,1.02,7.26
1.03,0.91,7.29
0.88,1.47,7.29
1.04,1.56,8.02
0.98,1.31,7.8
1.4,0.89,7.25
1.17,1.09,7.64
1.03,0.93,7.18
1.02,1.11,7.53
1.36,0.91,7.26
1.21,1.41,7.47
1.08,1.15,7.25
1.07,1.67,7.67
0.85,1.39,7.52
1.06,1.07,7.3
1.14,1.53,7.69
0.97,1.53,7.17
0.96,0.9,7.54
1.2,1.2,7.42
0.95,1.09,7.39
1.14,1.21,7.23
1.14,0.88,7.34
1.12,1.26,7.32
1.3,1.51,7.34
1.0,1.23,7.91
1.29,1.4,7.76
1.57,0.88,7.42
0.96,2.1,7.64
1.08,1.05,7.28
0.96,0.89,7.22
1.0,0.95,7.36
0.94,1.37,7.54
1.45,1.26,7.28
1.03,1.05,7.45
1.2,0.99,7.41
1.32,0.89,7.47
1.13,1.11,7.38
1.07,1.33,7.37
0.88,1.06,7.48
1.01,1.21,8.04
1.65,1.26,7.42
1.09,0.91,7.51
0.89,1.27,7.28
0.97,0.89,7.74
1.11,1.17,7.64
1.15,1.61,7.26
1.04,1.27,7.41
1.18,1.49,7.27
1.13,1.53,7.32
1.0,1.43,7.23
1.26,1.6,7.27
1.02,0.96,7.23
0.98,1.81,7.31
0.98,1.31,7.58
0.99,1.5,7.38
0.96,1.06,7.54
1.01,0.94,7.23
1.21,1.0,7.53
1.02,0.96,7.4
1.3,1.34,7.33
1.46,0.9,7.56
0.96,1.17,7.24
1.12,1.5,7.3
1.12,1.41,7.28
1.19,0.89,7.4
1.26,0.99,7.25
1.23,1.15,7.3
0.99,1.5,7.2
1.0,1.18,8.33
1.06,1.29,8.76
1.72,1.55,8.44
1.16,1.43,7.58
1.45,0.94,7.85
1.11,1.01,7.53
1.04,1.06,7.22
0.94,1.3,7.32
1.18,1.12,7.5
1.06,1.13,7.43
1.03,0.92,7.35
1.08,1.05,7.36
1.14,0.94,7.34
1.64,1.11,7.65
1.01,0.96,7.61
1.08,1.15,7.69
0.92,1.22,7.19
0.87,1.03,7.25
1.18,1.07,7.45
1.03,1.0,7.43
0.95,0.93,7.62
1.14,1.27,7.25
0.85,0.97,7.69
1.17,1.0,7.37
0.95,1.1,7.83
0.82,1.57,7.45
1.06,1.56,7.44
0.9,1.47,7.38
0.9,0.89,7.38
1.33,1.34,8.03
1.19,0.99,7.61
1.25,1.09,7.39
0.86,1.04,7.29
1.1,1.25,7.32
1.41,1.08,7.57
0.82,1.14,7.37
1.54,0.98,7.21
1.13,1.11,7.72
0.91,1.03,7.37
1.12,1.02,7.31
1.12,1.83,7.28
1.2,1.12,7.75
1.0,1.11,7.24
0.96,0.89,7.38
1.06,1.15,7.29
0.85,1.38,7.38
0.97,1.06,7.35
1.33,1.24,7.38
1.56,1.2,7.53
1.11,1.09,7.21
1.49,1.08,7.2
1.08,1.05,7.42
1.07,0.95,7.34
1.46,0.92,7.4
1.15,0.93,7.46
1.56,1.1,7.34
1.0,0.94,7.19
1.27,0.91,7.68
1.3,1.03,7.24
1.84,0.96,7.58
1.21,0.99,7.25
1.35,1.16,7.4
1.8,0.96,7.45
1.32,1.3,7.41
1.11,1.15,7.26
0.93,1.41,7.27
1.51,1.63,7.29
0.95,1.09,7.93
1.03,1.1,7.97
1.02,1.38,7.19
0.88,1.11,7.4
1.11,1.32,7.33
0.99,1.2,7.35
1.45,1.07,7.35
0.97,1.02,7.28
1.25,0.93,7.32
1.73,1.07,7.85
1.07,1.24,7.74
1.49,0.87,7.27
1.43,1.06,7.28
1.18,1.11,7.28
1.05,0.9,7.3
1.06,1.09,7.37
1.2,0.97,7.27
1.02,0.91,7.33
0.93,1.38,7.41
1.56,1.04,7.48
0.92,1.44,7.3
0.91,1.05,7.42
0.96,1.24,7.35
1.08,1.29,7.25
1.48,1.51,7.46
1.22,1.58,7.43
1.17,1.21,7.7
0.91,1.21,7.25
1.17,0.96,7.36
1.05,1.26,7.53
0.87,1.01,7.27
1.02,1.59,7.53
0.86,1.41,7.26
1.35,1.46,7.44
1.06,1.17,7.54
0.89,0.93,7.85
0.88,1.08,7.44
1.1,1.04,7.34
1.12,0.96,7.45
1.26,1.33,7.31
1.01,2.19,7.35
1.38,1.37,7.52
1.12,1.1,7.45
1.13,1.0,8.0
1.12,1.32,7.77
0.98,0.96,7.33
0.9,1.16,7.29
1.28,1.49,7.4
1.1,1.54,7.23
1.05,1.37,7.51
0.94,0.89,7.22
1.64,1.04,7.88
1.77,0.89,7.63
0.9,0.94,7.3
1.09,1.08,7.46
0.86,1.59,7.28
0.92,1.06,7.43
1.12,1.19,7.52
1.1,1.24,7.25
1.05,0.9,7.32
0.92,1.21,7.29
1.1,0.88,7.38
1.29,1.18,7.37
1.17,1.31,7.41
0.89,0.97,7.34
0.96,1.22,7.22
1.17,1.12,7.36
1.07,1.02,7.32
1.06,1.09,7.4
0.95,0.98,7.29
1.38,1.01,7.45
1.36,1.08,7.65
1.35,1.13,7.35
0.96,1.39,7.74
1.14,1.18,7.66
1.05,0.99,7.4
0.97,0.89,7.3
1.18,1.16,7.5
1.38,1.14,7.22
1.09,1.13,7.39
1.32,0.92,7.38
1.02,0.89,7.53
0.99,1.07,7.3
1.87,1.33,7.34
1.29,1.17,7.5
1.68,1.03,7.31
0.99,1.17,7.55
1.35,1.1,7.42
1.38,1.22,7.5
1.11,0.91,7.71
1.05,0.94,7.44
0.85,1.44,7.39
1.14,1.17,7.45
1.12,1.03,7.37
1.2,1.04,7.22
1.05,0.9,7.27
1.29,0.99,7.21
0.98,1.79,7.59
0.99,1.03,7.59
0.94,1.09,7.29
1.3,1.05,7.37
1.08,1.03,7.2
0.91,1.15,7.57
1.32,1.29,7.57
0.97,1.21,7.61
1.32,1.05,7.42
1.25,1.1,7.27
1.11,1.11,7.43
0.92,0.9,7.47
0.97,1.27,7.25
1.04,1.4,7.32
1.25,1.04,7.3
1.01,1.23,7.33
1.12,1.48,7.29
1.07,0.95,7.34
1.08,1.03,7.22
0.91,1.18,7.33
1.11,0.95,7.28
1.54,1.03,7.21
1.72,1.04,7.51
1.27,0.97,7.25
1.54,0.93,7.25
1.89,0.87,7.39
1.73,1.17,7.26
1.52,0.9,7.46
1.03,1.34,7.27
0.93,0.9,7.28
1.04,0.97,7.26
1.29,1.39,7.35
1.28,1.06,7.55
1.2,1.4,7.26
1.1,0.93,7.28
0.92,1.46,7.31
1.32,0.93,7.35
0.97,1.06,7.29
0.85,1.36,7.4
1.13,0.91,7.25
1.08,1.09,7.19
1.6,1.18,7.16
1.36,1.28,7.34
1.49,1.22,7.65
1.04,1.11,8.43
0.87,1.34,10.17
1.34,1.18,7.61
0.9,0.89,7.33
1.14,0.92,7.33
1.36,1.14,7.29
0.96,0.99,7.2
0.94,1.18,7.62
0.98,0.96,7.27
1.48,1.05,7.47
1.26,0.93,7.38
1.04,1.0,7.23
1.34,1.82,7.41
0.9,1.15,7.44
1.32,1.12,7.57
1.29,1.61,7.37
1.18,2.07,7.3
1.35,1.3,7.36
1.11,1.05,7.39
0.98,1.89,7.49
0.99,1.31,7.46
0.97,1.0,7.28
1.27,1.38,7.59
1.04,1.26,7.4
1.04,1.34,8.07
1.3,2.15,7.53
1.11,1.32,7.35
1.18,0.9,7.53
1.1,1.03,7.42
1.14,0.99,7.52
1.29,1.09,7.39
0.96,1.19,7.21
1.05,1.05,7.78
1.08,1.29,7.35
1.48,1.26,7.42
1.2,1.54,7.31
0.92,1.16,7.47
1.41,1.08,7.59
1.61,1.48,7.31
1.03,0.93,7.29
0.9,1.21,7.35
1.1,0.97,7.35
1.14,1.36,7.4
1.33,0.89,7.56
1.05,1.05,7.36
1.35,1.03,7.21
1.61,1.19,7.58
1.02,0.9,7.29
1.2,1.02,7.39
0.95,1.37,7.79
0.99,1.23,7.49
1.43,1.49,7.42
0.97,0.96,7.21
0.92,1.03,7.33
0.95,1.12,7.56
1.12,1.38,7.66
1.07,1.37,7.65
1.07,1.04,7.52
1.03,0.92,7.43
