P-521,p521_mlkem1024,mlkem1024,p521_hqc256,hqc256
11.86,16.0,6.91,49.05,39.51
12.03,16.08,6.84,48.87,39.88
11.85,16.13,7.08,48.83,39.66
11.91,16.0,6.9,48.79,39.66
11.92,16.11,6.81,48.86,39.61
11.93,16.03,6.98,48.74,39.62
11.83,16.13,6.79,48.84,39.58
11.87,16.05,6.79,48.83,39.82
11.99,15.97,6.91,49.32,39.98
11.86,16.13,6.78,48.98,39.66
11.96,15.99,6.83,48.92,39.83
12.09,16.4,6.91,48.74,39.69
11.94,16.15,6.8,48.74,39.43
12.01,16.14,6.92,48.77,39.77
12.04,16.07,6.82,48.67,39.58
11.85,16.01,6.94,49.05,39.59
11.92,16.04,7.05,48.91,39.76
11.9,15.9,7.04,48.95,39.57
11.85,16.01,6.83,48.5,39.69
12.05,15.92,6.9,48.79,39.75
11.85,16.0,6.84,48.74,39.69
12.0,16.04,6.93,48.87,39.74
11.98,15.95,6.85,48.56,39.92
11.9,16.02,6.98,48.63,39.81
12.06,15.91,6.84,48.8,39.94
11.94,16.1,6.95,48.73,39.68
12.32,16.04,6.85,48.94,39.76
11.91,16.06,6.91,48.78,39.97
11.76,16.0,7.06,48.66,39.76
11.96,16.08,6.85,48.73,39.65
11.98,16.05,6.93,48.61,40.58
11.87,15.9,6.95,49.01,39.99
11.93,16.21,6.88,49.1,39.9
11.93,15.97,6.91,48.91,39.85
11.97,16.1,6.97,48.76,39.87
11.96,16.15,6.94,48.8,39.77
11.98,15.96,6.8,48.76,39.59
11.95,16.21,6.99,48.77,40.09
12.03,16.08,6.91,48.89,39.72
12.0,15.97,6.88,48.62,39.85
11.86,15.91,6.86,48.73,39.96
12.03,15.87,6.89,48.79,39.84
12.05,16.27,6.84,48.76,39.77
11.93,16.23,6.84,48.74,39.91
11.9,16.08,6.78,48.82,39.7
12.11,15.86,6.79,48.94,39.87
11.98,15.97,7.01,49.07,40.26
11.93,16.19,6.83,48.67,39.74
11.97,15.99,6.79,48.79,39.84
11.85,16.19,6.89,48.77,39.78
11.85,15.94,6.77,48.63,39.65
12.04,16.04,6.93,48.69,39.81
11.95,16.18,6.86,48.99,40.0
11.92,16.24,6.88,49.08,39.76
11.94,16.11,6.81,48.85,39.97
11.95,16.05,6.91,49.34,39.77
11.96,15.92,6.87,48.89,39.66
11.94,16.08,6.8,49.05,39.9
11.91,15.99,6.99,49.23,39.82
11.98,16.05,6.79,48.99,39.61
12.14,15.99,6.84,49.16,39.77
11.81,15.96,6.87,48.79,39.6
12.07,16.06,6.83,48.99,39.74
11.96,16.09,6.86,49.06,39.86
11.96,15.95,6.95,49.02,39.95
12.01,16.06,6.78,49.57,40.19
11.82,16.06,6.82,48.98,39.95
12.01,16.08,6.85,49.09,40.52
11.95,16.09,6.79,48.85,39.87
11.77,15.99,6.92,49.09,39.95
12.06,15.93,6.79,48.98,39.93
11.93,16.0,6.92,48.93,39.81
11.92,16.01,6.87,48.93,39.68
12.07,15.89,6.89,49.51,39.73
11.98,16.0,6.89,48.89,39.91
11.93,15.95,6.75,48.87,40.01
11.94,16.13,6.87,48.84,39.85
11.88,16.1,6.84,48.93,39.69
11.95,16.02,6.93,48.98,39.68
11.92,16.07,6.91,48.92,39.92
11.94,16.03,6.99,49.01,39.99
11.84,15.89,6.92,48.84,39.78
11.95,16.11,6.92,49.32,39.87
11.91,15.96,6.94,48.94,40.09
11.91,15.91,6.95,49.04,39.81
12.03,16.1,6.78,48.94,39.62
12.21,15.83,6.98,50.94,39.94
11.94,16.01,6.82,48.95,39.88
11.97,16.0,6.81,49.23,39.8
11.9,15.86,6.92,49.16,39.76
12.22,15.99,6.81,48.84,39.78
11.99,15.98,7.33,48.97,39.82
11.79,15.95,6.95,49.0,39.85
12.03,15.87,6.78,48.87,39.73
11.92,15.88,6.9,49.02,39.77
12.39,15.94,6.9,48.95,39.74
12.06,15.81,6.76,49.56,39.88
11.95,15.88,6.87,48.92,39.63
12.03,15.96,6.9,49.47,39.53
11.94,16.15,6.93,48.98,39.9
11.95,16.0,6.89,48.84,39.55
11.95,16.08,6.78,49.23,39.69
11.95,15.91,6.76,49.05,39.59
11.98,15.91,6.88,48.75,39.78
11.96,15.99,6.79,48.65,39.7
11.92,16.14,6.89,48.79,39.57
11.97,15.95,6.86,48.68,39.49
11.95,15.93,6.87,48.93,39.62
12.0,16.1,6.85,48.75,39.46
11.79,15.89,6.9,49.32,39.65
12.01,15.93,6.92,48.89,39.59
11.91,15.91,6.78,48.85,39.61
11.75,15.89,6.93,48.61,39.59
11.92,15.9,6.89,48.61,39.52
11.93,16.09,6.81,48.81,39.43
11.99,16.12,6.8,48.63,40.03
12.01,16.05,6.89,49.04,39.65
11.93,15.98,6.78,48.72,39.66
12.06,16.02,6.89,48.88,39.64
11.81,15.96,6.97,49.77,39.47
11.97,16.09,6.75,48.98,39.63
11.94,15.83,6.86,49.32,39.53
11.99,15.97,6.76,51.5,39.91
11.99,16.11,6.83,50.93,39.54
11.97,15.97,6.83,49.16,39.64
12.17,16.15,6.81,48.75,39.82
11.98,16.04,6.86,48.65,39.61
11.95,15.83,6.88,48.59,39.54
11.98,15.98,6.79,48.76,39.5
11.9,15.99,6.79,48.88,39.54
11.91,16.01,6.82,48.81,39.69
11.89,15.87,6.72,48.7,39.54
11.95,15.77,6.87,48.8,39.55
11.89,16.03,6.82,48.76,39.6
11.98,15.93,6.86,48.82,39.56
12.02,15.92,6.89,48.96,39.81
12.07,15.8,6.9,48.89,39.63
11.83,15.98,6.85,48.81,39.8
11.88,16.28,6.94,48.86,39.54
11.98,15.85,6.88,48.83,39.53
11.95,15.92,6.74,49.35,39.51
11.95,15.94,6.87,48.76,39.56
12.06,15.82,6.81,48.82,40.05
11.93,16.05,7.18,48.92,39.89
11.92,15.84,6.87,49.14,39.63
11.95,15.96,6.8,48.65,39.64
11.91,16.01,6.88,48.84,39.36
11.95,15.97,6.97,48.79,39.87
11.83,15.89,6.75,48.81,39.55
11.91,16.13,6.85,49.02,39.55
11.77,16.01,6.93,50.48,39.64
11.86,15.88,6.78,49.05,39.53
11.98,15.76,6.81,172.5,39.57
11.79,16.06,7.03,63.85,39.83
11.92,15.77,6.89,54.18,39.52
12.1,15.95,6.97,49.33,39.6
11.91,15.87,6.96,48.62,39.45
12.04,15.84,6.75,47.81,39.47
11.97,16.09,6.86,47.67,39.68
12.19,15.98,6.8,47.78,39.68
11.96,15.94,6.9,47.74,39.66
12.01,16.0,6.82,47.73,39.61
11.82,15.81,6.98,47.7,39.57
11.91,16.03,6.95,48.25,39.5
11.91,15.96,6.8,48.46,39.61
11.95,15.79,6.91,47.86,39.52
11.83,16.14,6.78,47.81,39.51
11.84,15.96,6.83,47.96,39.62
12.25,15.88,6.79,47.77,39.46
11.86,16.02,6.83,47.8,39.59
11.87,15.9,6.76,47.77,39.6
11.92,15.95,6.83,47.87,39.77
11.81,15.85,6.92,48.01,40.0
12.02,16.02,6.8,47.77,39.91
11.93,15.92,6.84,47.95,39.36
11.95,15.97,6.77,47.94,39.43
11.88,15.95,6.8,47.95,39.76
11.99,16.52,6.85,48.11,40.24
11.92,16.08,6.92,47.98,39.72
12.01,15.94,6.82,48.38,39.67
11.96,15.99,6.86,47.99,39.81
11.96,16.03,6.83,48.25,39.9
11.83,15.81,6.93,48.13,40.01
11.88,16.1,6.75,48.3,39.72
11.94,16.05,6.86,48.79,39.98
11.99,16.09,6.76,48.06,39.75
11.96,15.87,7.01,48.35,39.73
11.87,15.94,6.91,48.17,39.92
11.88,15.92,6.83,48.81,39.87
11.94,15.86,6.87,47.91,39.86
11.78,15.91,7.0,48.51,39.84
11.95,16.06,6.79,48.08,39.89
11.85,15.82,6.92,48.36,39.57
11.95,16.05,7.01,48.04,39.72
11.84,16.02,6.88,48.1,39.76
11.86,15.96,6.87,48.14,40.45
11.96,15.95,6.78,48.14,40.37
11.79,15.81,6.89,47.72,39.84
11.96,16.14,6.82,49.11,39.74
11.87,15.84,6.94,48.38,39.79
11.94,15.83,6.77,49.01,39.64
11.84,16.13,6.93,50.62,39.83
12.05,15.81,6.94,52.94,39.8
11.8,16.29,6.8,54.23,40.02
11.96,15.89,6.85,54.4,39.76
11.89,16.06,6.94,54.06,39.82
11.87,15.96,6.89,54.31,39.91
11.94,16.04,6.79,54.02,39.87
11.88,15.85,7.08,53.59,39.74
12.57,15.84,6.81,53.87,39.83
11.72,15.93,6.81,54.0,39.99
12.04,16.1,7.03,53.61,39.84
11.94,15.87,6.76,54.25,39.8
11.91,15.97,6.86,54.4,39.85
12.07,15.99,6.83,54.64,40.29
11.95,15.85,6.8,54.27,40.44
12.03,16.26,6.93,54.74,40.46
11.95,15.91,6.79,55.36,40.77
11.89,16.02,6.92,54.69,40.47
12.03,15.89,6.9,54.47,40.51
11.96,15.86,6.93,54.13,40.5
11.94,16.21,6.85,49.79,40.63
11.85,16.09,6.89,49.01,40.45
11.88,15.98,6.8,48.22,40.46
11.89,16.05,6.86,48.37,40.59
11.97,16.2,6.76,48.06,40.52
12.0,16.24,6.87,48.51,40.5
11.88,16.18,6.76,49.2,40.52
11.93,16.01,6.9,48.41,40.5
12.08,16.18,6.77,48.3,40.83
11.93,15.95,6.87,48.65,40.55
11.96,16.09,6.84,48.12,40.61
11.9,16.18,6.89,48.74,40.46
11.86,15.92,6.81,48.43,40.45
11.89,16.09,6.83,48.65,40.43
11.93,16.02,6.83,48.25,40.53
11.94,16.13,6.84,48.9,40.38
11.87,16.07,6.8,48.8,40.34
11.74,16.09,6.82,48.21,40.44
12.04,16.34,6.81,48.63,40.38
11.79,16.74,6.86,48.71,40.69
11.84,16.62,6.78,48.44,40.73
12.39,16.68,6.97,48.33,40.36
11.81,16.68,6.77,48.34,40.4
11.81,16.9,6.84,48.54,40.47
11.95,16.39,6.92,49.01,41.47
12.4,16.32,6.85,48.58,41.81
11.88,16.5,6.9,48.42,41.75
11.89,16.75,6.79,48.69,41.74
11.82,16.71,6.93,48.61,41.84
11.9,16.74,6.79,49.1,41.78
11.96,16.72,6.85,48.6,41.82
11.86,16.64,6.79,48.31,41.8
11.86,16.39,6.88,49.39,41.75
11.98,16.75,6.78,48.53,41.74
11.96,16.7,6.85,48.42,42.02
11.75,16.68,6.85,48.35,41.85
12.0,16.74,7.07,48.47,41.8
11.89,16.57,6.78,48.51,41.8
11.72,16.47,6.89,48.69,41.89
12.03,16.26,7.08,48.59,41.82
11.9,16.23,6.76,48.59,41.8
12.14,16.87,6.86,48.36,41.93
11.91,16.34,6.94,48.2,41.85
11.98,16.33,6.83,48.31,41.85
11.97,16.16,6.77,48.5,41.82
11.79,16.66,7.06,48.4,41.86
11.92,16.1,6.84,48.15,41.92
11.87,16.12,6.98,48.53,41.78
11.89,16.02,6.91,48.63,41.72
11.8,16.11,6.99,48.72,41.81
11.92,16.14,6.92,48.76,41.83
11.9,16.39,6.81,48.74,41.82
11.94,15.92,6.88,48.8,41.87
11.92,16.05,6.83,48.49,41.75
12.01,16.09,6.83,48.6,41.73
12.02,16.05,6.9,49.15,42.24
11.78,16.67,6.78,48.53,42.01
11.99,18.7,6.79,49.16,41.75
11.84,16.16,6.89,49.27,42.3
11.85,16.66,6.94,48.43,41.91
12.02,16.13,6.86,49.21,42.38
11.95,16.0,6.89,48.89,41.8
11.92,15.99,6.82,48.85,41.75
11.95,16.13,6.9,48.57,41.82
11.79,16.04,6.9,48.53,41.81
11.88,16.55,6.86,48.69,41.8
11.81,16.97,7.0,48.56,41.76
11.92,17.3,6.77,48.53,42.02
11.89,16.16,6.8,49.01,41.74
11.87,15.94,6.84,48.76,41.78
11.9,16.0,6.8,48.88,41.76
11.81,15.93,6.91,51.79,41.91
11.8,15.91,6.98,52.66,42.2
11.96,16.14,6.83,52.68,42.26
11.87,16.09,7.02,53.27,42.17
11.86,16.12,6.84,52.68,42.37
11.94,16.02,6.89,52.83,42.56
11.99,15.92,6.94,52.59,42.69
11.89,16.03,6.78,52.75,42.15
12.02,16.14,6.99,49.81,42.32
11.96,16.08,6.93,49.76,42.3
11.8,16.06,6.81,49.24,42.78
11.96,15.96,6.96,236931.94,41.82
11.73,15.92,6.87,49.03,42.62
11.91,16.04,6.85,49.17,42.27
11.94,15.93,6.97,49.22,42.5
11.76,16.02,6.85,49.33,42.33
12.02,16.02,6.98,48.73,42.33
11.93,15.99,7.01,48.58,42.7
12.11,15.96,6.88,50.03,42.29
11.82,16.05,6.89,49.53,42.61
11.95,16.14,6.97,51.05,41.86
11.93,16.08,6.92,52.27,42.65
11.83,16.04,6.84,51.35,42.29
11.95,16.04,6.9,49.02,42.29
11.81,15.89,6.94,49.23,42.35
11.94,16.11,6.91,49.0,43.14
11.87,15.91,6.95,49.31,42.29
11.96,16.11,6.96,48.85,42.23
11.9,16.27,6.96,49.0,42.79
11.91,16.1,7.07,48.62,42.22
12.12,15.92,6.78,48.92,42.67
11.91,15.91,6.88,49.14,42.46
12.03,15.97,6.93,51.76,42.76
11.88,16.18,6.81,52.82,41.82
11.95,16.0,6.81,52.86,42.73
11.84,15.97,6.95,52.38,42.23
11.71,15.99,6.81,53.19,42.32
11.99,16.02,6.76,52.73,43.04
11.92,16.12,6.99,52.66,42.15
11.92,16.07,6.8,51.61,42.92
11.79,16.58,6.8,48.67,42.22
11.87,15.94,6.8,48.79,42.26
12.04,15.95,6.85,48.66,42.52
11.95,16.13,6.81,48.6,42.75
11.8,15.93,6.87,49.15,42.39
12.11,16.07,6.87,48.54,42.28
11.86,16.54,6.91,52.24,42.72
11.96,16.08,6.81,52.0,42.16
11.99,15.94,6.87,51.47,42.26
11.99,15.94,6.85,51.73,42.33
11.91,16.07,6.83,49.71,42.65
12.02,16.04,6.92,50.04,42.21
12.01,15.99,6.95,48.85,42.79
11.9,16.09,6.88,48.62,41.76
12.01,16.01,6.88,48.43,42.78
12.01,16.03,6.87,48.51,42.28
11.93,16.13,6.84,48.68,42.31
11.86,16.0,7.06,48.7,42.41
12.12,16.03,6.89,49.23,42.56
11.96,15.95,6.95,48.49,42.29
11.78,16.39,6.88,49.25,42.95
12.02,16.06,6.89,49.05,42.23
11.94,16.02,6.8,48.96,42.24
11.88,16.12,6.94,48.73,42.62
12.0,16.02,6.88,48.66,42.28
11.94,16.08,6.96,48.39,42.25
11.93,16.12,6.89,48.56,42.24
11.84,15.9,6.86,48.8,42.78
11.98,16.07,6.9,48.6,41.9
11.98,16.02,6.89,48.56,42.61
11.96,16.05,6.87,48.55,42.18
12.01,16.17,6.95,48.95,42.22
11.85,15.96,6.9,48.42,42.3
11.96,16.01,6.89,48.41,42.28
11.93,16.0,6.94,48.43,42.23
11.84,15.88,6.94,48.66,42.28
12.03,16.12,6.87,48.64,42.89
11.93,16.08,6.97,48.8,41.78
11.96,15.95,6.94,49.17,42.59
11.9,15.87,6.82,48.41,41.78
11.95,16.03,6.94,49.24,42.62
11.98,16.28,6.83,49.43,41.9
11.79,16.0,6.85,51.41,42.29
12.0,16.01,6.84,51.87,42.22
11.79,16.28,7.0,48.71,42.47
11.99,15.86,6.87,48.33,41.81
11.95,16.11,6.86,48.73,42.27
11.88,16.07,7.06,48.65,42.26
11.83,16.09,6.82,48.5,42.14
11.93,16.07,6.97,48.38,42.25
11.93,16.01,6.89,48.48,41.86
11.83,16.13,6.92,48.64,42.76
11.97,15.85,6.87,48.57,41.81
11.94,15.81,7.05,48.64,42.15
11.92,15.97,6.92,48.28,41.79
12.0,16.04,6.82,49.27,42.67
11.93,16.09,7.0,48.71,41.81
12.02,16.29,6.83,48.47,42.18
11.97,15.89,6.91,48.75,41.84
12.03,16.05,7.03,48.52,42.24
12.12,15.77,6.79,48.4,41.88
11.9,16.22,6.95,48.88,42.26
11.99,16.03,6.96,48.97,41.75
11.92,16.07,6.95,49.05,42.14
11.94,16.33,6.92,49.0,42.2
11.88,16.03,7.02,48.74,42.31
11.96,16.04,6.89,49.01,41.9
12.07,15.96,6.84,48.72,42.8
11.99,15.97,6.94,48.98,42.03
11.88,16.07,6.88,48.93,41.99
11.98,16.18,6.88,48.79,42.16
11.87,16.02,7.02,48.97,41.75
11.96,15.96,6.88,48.63,42.69
11.96,15.85,6.94,48.55,42.44
12.08,16.04,7.04,48.96,42.96
11.95,15.95,6.82,49.07,42.3
12.01,16.05,6.93,48.94,42.28
12.04,15.96,6.88,48.75,41.7
11.84,16.59,6.89,49.29,42.36
11.94,15.95,6.77,49.57,41.86
12.02,16.03,7.48,49.06,42.24
11.85,15.99,6.8,49.14,41.85
12.2,16.02,6.92,49.1,42.23
12.04,15.96,6.88,48.58,42.12
11.91,16.04,6.84,49.28,42.21
11.86,15.89,6.88,48.68,41.86
12.04,15.95,6.76,49.22,41.72
11.98,15.88,6.85,49.16,41.76
11.86,15.88,6.91,48.92,41.8
11.92,15.97,6.93,48.96,42.18
11.91,15.95,6.91,48.62,41.71
12.02,15.96,6.9,48.96,41.83
11.79,16.08,6.77,48.85,42.38
11.93,16.02,6.92,48.7,42.19
11.97,16.01,6.88,49.05,41.89
11.92,15.87,6.8,48.8,41.73
11.95,15.85,7.0,48.92,41.83
11.89,15.92,6.85,48.95,42.15
11.88,15.88,6.95,48.89,41.8
12.03,16.11,6.93,48.72,41.85
11.95,15.84,6.85,48.99,41.92
12.12,16.52,6.8,49.5,42.22
11.93,15.89,6.93,49.57,41.99
11.77,15.95,6.76,49.13,42.36
11.93,15.98,6.92,48.98,42.14
12.01,15.81,6.88,49.14,42.4
11.97,16.13,6.8,49.11,42.17
12.01,15.93,6.95,48.93,41.87
12.07,15.97,6.95,48.77,42.23
11.97,16.13,6.96,48.84,42.2
12.08,16.05,6.8,49.6,41.78
11.84,15.98,6.91,49.03,42.38
12.02,16.05,6.77,49.42,41.79
12.28,16.03,6.86,48.81,42.23
11.96,15.96,7.01,48.99,41.78
12.0,16.07,6.94,48.93,42.26
11.97,15.95,6.93,49.16,41.8
11.94,15.95,6.97,48.9,41.8
11.95,15.95,6.84,48.89,41.81
12.02,16.03,6.86,48.84,42.31
11.83,16.04,6.96,48.92,41.77
11.8,15.9,6.86,48.69,41.87
11.86,16.04,7.12,49.09,41.8
11.89,15.87,6.96,49.38,41.8
11.87,16.02,6.86,48.81,42.05
11.92,15.97,6.83,49.37,41.75
11.93,16.07,6.98,48.92,41.83
12.02,16.0,6.8,48.94,42.32
11.95,16.04,6.85,48.75,41.86
11.95,16.09,6.93,49.01,41.76
12.0,15.81,6.92,48.75,41.78
11.9,16.01,6.88,48.9,42.07
12.02,16.11,6.95,49.25,42.28
12.05,16.02,6.85,48.62,41.74
12.02,16.08,6.92,48.54,41.83
11.87,15.92,6.87,48.8,41.79
12.02,15.86,6.86,48.73,41.8
12.06,16.04,6.93,48.59,41.77
11.94,15.97,6.95,48.49,41.87
12.13,15.92,6.84,48.7,41.82
11.93,15.87,6.91,48.68,42.33
11.94,15.93,6.85,48.6,41.82
11.98,16.03,6.89,48.73,41.83
11.95,15.86,6.88,48.6,41.72
11.99,15.94,6.78,48.84,41.8
11.95,16.11,6.92,48.39,42.23
11.93,16.23,6.9,48.6,41.77
11.95,16.26,6.92,48.94,41.86
11.95,16.02,6.88,48.59,41.8
11.88,16.24,6.86,51.7,41.78
11.92,16.11,6.96,48.83,41.73
11.96,15.99,6.83,49.79,41.92
11.79,16.03,6.95,49.14,41.75
12.07,15.94,6.86,48.92,41.84
12.1,15.94,6.78,53.45,41.73
11.88,15.99,6.86,48.54,41.76
11.97,15.89,6.79,49.03,41.77
11.98,16.04,6.95,49.35,41.78
11.98,15.94,6.85,48.92,41.73
11.92,15.93,6.81,48.83,41.75
11.94,15.87,7.0,48.41,41.75
11.94,15.95,6.82,49.43,41.85
12.02,15.9,6.93,48.68,41.7
11.87,16.0,7.47,48.51,41.73
11.94,15.96,6.84,48.63,41.89
12.09,15.99,6.89,48.36,42.04
12.01,16.0,6.88,48.7,41.8
12.22,16.49,6.91,48.87,41.84
11.95,15.81,6.89,49.04,41.9
11.83,15.82,6.87,48.84,41.84
11.94,15.98,6.95,48.8,41.82
11.95,16.1,6.78,48.69,41.86
11.92,16.03,6.95,49.02,41.89
11.96,15.86,6.81,48.5,41.84
11.78,16.0,6.96,49.14,41.81
11.98,16.0,6.96,48.91,41.78
11.82,16.24,6.87,49.15,41.85
11.97,15.95,6.95,49.13,41.8
11.94,15.99,6.95,48.79,42.03
11.94,16.02,6.81,48.64,41.73
11.91,16.1,6.91,48.54,41.77
12.01,16.03,6.99,48.8,41.97
12.01,16.13,6.9,48.64,41.75
12.08,15.85,6.84,48.8,41.69
11.9,15.8,6.96,48.78,41.72
12.04,16.02,6.83,49.84,41.97
11.91,15.88,6.88,53.66,41.74
11.93,16.04,7.03,48.56,41.75
11.81,16.04,6.88,49.64,41.75
11.99,15.96,6.84,50.8,41.79
11.83,15.98,7.01,49.44,41.74
12.01,15.92,6.85,51.34,41.77
11.86,16.03,7.0,48.9,41.82
12.01,15.89,7.05,49.53,41.88
11.95,15.97,6.94,49.68,41.76
11.86,15.96,7.09,50.02,42.51
12.04,16.02,6.94,51.52,41.81
11.95,15.82,6.91,52.7,42.58
11.97,16.11,6.95,52.52,41.83
12.21,15.9,6.93,53.21,42.14
11.91,16.04,6.83,52.33,41.8
11.95,16.02,6.78,52.48,41.78
11.9,15.86,6.8,52.33,41.74
11.77,16.02,6.92,50.79,41.82
11.87,15.97,6.78,49.45,40.93
11.85,16.05,6.83,48.97,40.86
11.87,15.93,6.89,50.13,40.32
11.85,15.93,6.82,52.33,40.23
11.88,15.96,6.87,50.19,40.31
11.93,15.95,6.94,49.66,40.35
11.83,15.88,6.92,49.23,40.35
11.91,15.99,6.85,49.13,40.53
11.76,16.02,6.91,48.9,40.48
11.72,15.96,6.94,49.09,40.43
11.88,15.96,7.21,48.98,40.39
11.77,16.0,6.88,49.39,40.26
11.86,15.86,6.94,48.77,40.33
11.88,15.9,6.89,49.09,40.27
11.91,16.06,6.9,49.5,40.37
11.83,16.05,6.84,49.05,40.48
11.84,16.17,6.81,48.91,40.42
11.8,16.12,6.9,49.45,40.44
11.82,16.02,6.83,49.32,40.83
11.88,16.08,6.87,49.37,40.5
11.9,16.05,6.86,49.1,40.38
11.85,15.97,6.86,49.36,41.42
11.86,15.98,6.79,48.92,40.32
11.83,15.86,6.91,48.99,40.68
11.74,16.01,6.82,49.06,40.38
12.0,16.02,6.84,49.08,40.34
11.84,16.25,6.83,49.28,41.09
11.84,16.06,6.92,48.97,40.33
11.99,16.06,6.78,48.95,40.33
11.91,16.06,7.05,48.72,40.69
11.72,16.59,6.78,49.07,40.4
11.78,15.98,6.84,49.26,40.33
11.85,16.14,6.93,49.03,40.45
11.83,16.12,6.83,49.28,40.35
11.89,15.99,7.01,49.09,40.34
11.96,16.05,7.16,48.97,40.66
12.42,15.89,7.1,50.57,40.34
11.88,16.02,6.98,53.73,40.27
11.75,16.08,7.28,54.08,40.38
11.98,16.11,7.0,53.8,40.32
11.94,15.99,7.47,53.63,40.36
11.9,15.96,6.98,53.95,40.39
11.85,15.93,6.93,53.58,40.31
11.98,16.02,6.82,49.09,40.33
11.87,16.11,6.85,48.66,40.43
11.9,15.94,6.84,48.6,40.25
11.82,16.05,6.77,48.81,41.03
11.9,15.99,6.92,48.52,40.24
11.95,16.02,6.83,52.46,40.32
11.93,16.13,6.89,52.67,40.34
11.86,15.99,6.95,48.68,40.43
11.88,16.02,6.91,48.87,40.15
11.78,16.16,6.76,48.88,40.07
11.96,16.08,6.96,49.74,40.03
11.76,16.02,6.84,48.74,39.94
11.91,15.98,6.78,48.76,40.33
11.8,15.97,6.98,49.11,40.19
11.93,16.0,6.89,48.94,41.41
11.85,16.02,6.8,48.88,41.35
11.97,16.1,7.02,48.73,40.98
11.96,16.27,7.0,48.85,40.39
12.34,15.85,6.91,48.7,39.72
11.93,16.02,6.78,48.8,39.71
11.78,16.08,6.9,48.78,39.71
11.97,16.11,6.91,52.14,39.93
11.88,16.03,6.96,49.06,39.62
11.95,16.08,6.91,49.06,39.88
12.03,16.21,6.77,48.72,39.81
11.88,16.04,6.98,48.78,39.85
11.88,16.05,6.77,48.85,39.71
11.88,16.15,7.11,49.86,40.13
11.92,16.04,6.88,50.72,39.78
12.11,15.97,6.78,48.7,39.8
11.93,16.12,6.78,48.61,39.81
11.81,16.14,6.94,48.72,39.82
11.82,16.1,6.86,48.86,39.78
11.89,16.07,6.85,48.89,39.75
11.74,16.19,6.88,48.73,39.69
